Building,Floor,Suite,Room,Room Type,Suite Size (if applicable),Is Suite?,Room Size,Has Kitchen?,Has Bathroom?,Common Area Size,Floor Plan Link
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 242,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 243,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 246,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 311,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 312,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 314,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 315,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 322,Single (Suite/Apartment),,No,157,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 323,Single (Suite/Apartment),,No,153,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 324,Single (Suite/Apartment),,No,164,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 331,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 332,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 334,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 344,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 345,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 346,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_3_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 411,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 412,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 413,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 414,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 415,Single (Suite/Apartment),,No,193,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 421,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 422,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 423,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 424,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 425,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 426,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 430,GRADCTR A 430 434,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 441,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 442,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 443,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 444,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 445,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 446,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 511,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 512,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 513,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 514,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 515,Single (Suite/Apartment),,No,193,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 521,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 522,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 523,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 524,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 525,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 531,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 532,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 533,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 534,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 535,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 541,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 542,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 543,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 544,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 545,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 546,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_5_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 611,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 612,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 614,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 615,Single (Suite/Apartment),,No,193,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 621,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 622,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 623,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 624,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 625,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 626,Single (Suite/Apartment),,No,225,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 641,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 642,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 643,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 644,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 645,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 646,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 113,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 115,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 121,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 122,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 123,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 124,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 125,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 141,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 142,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 143,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 144,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 145,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_1_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 212,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 213,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 214,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 215,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 216,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 221,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 222,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 223,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 224,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 231,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 232,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 233,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 234,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 235,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 241,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 242,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 243,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 244,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 245,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_2_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 313,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_3_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 314,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_3_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 315,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_3_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 321,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_3_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 322,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_3_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 323,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_3_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 325,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_3_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 340,GRADCTR B 340 341,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_3_dwg_base_a_8x11l.pdf
