Building,Floor,Suite,Room,Room Type,Suite Size (if applicable),Is Suite?,Room Size,Has Kitchen?,Has Bathroom?,Common Area Size,Floor Plan Link
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 206B,CHAPIN 206B,Single,,No,122,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 207,CHAPIN 207,Double,,No,244,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 208,CHAPIN 208,Double,,No,248,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 210,CHAPIN 210,Single,,No,133,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 211,CHAPIN 211,Single,,No,133,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 212,CHAPIN 212,Single,,No,133,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 213,CHAPIN 213,Double,,No,219,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 214,CHAPIN 214,Double,,No,315,No,Yes,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 217,CHAPIN 217,Double,,No,219,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 223,CHAPIN 223,Double,,No,244,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 224,CHAPIN 224,Double,,No,248,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 228,CHAPIN 228,Double,,No,243,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 229,CHAPIN 229,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 230,CHAPIN 230,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_2_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 301,CHAPIN 301,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 302,CHAPIN 302,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 304,CHAPIN 304,Double,,No,243,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 306A,CHAPIN 306A,Single,,No,122,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 306B,CHAPIN 306B,Single,,No,122,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 307,CHAPIN 307,Double,,No,244,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 308,CHAPIN 308,Double,,No,248,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 313,CHAPIN 313,Double,,No,219,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 314,CHAPIN 314,Double,,No,223,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 317,CHAPIN 317,Double,,No,219,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 323,CHAPIN 323,Double,,No,244,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 324,CHAPIN 324,Double,,No,248,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 328,CHAPIN 328,Double,,No,243,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 329,CHAPIN 329,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 330,CHAPIN 330,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_3_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 402,CHAPIN 402,Double,,No,226,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_4_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 404,CHAPIN 404,Double,,No,215,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_4_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 406,CHAPIN 406,Double,,No,225,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_4_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 407,CHAPIN 407,Double,,No,193,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_4_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 426,CHAPIN 426,Double,,No,272,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_4_dwg_base_a_8x11l.pdf
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 428,CHAPIN 428,Double,,No,329,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100163_4_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 1,DIMAN 117,DIMAN 117,Double,,No,224,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_1_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 1,DIMAN 121,DIMAN 121,Double,,No,215,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_1_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 2,DIMAN 201,DIMAN 201,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_2_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 2,DIMAN 202,DIMAN 202,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_2_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 2,DIMAN 208,DIMAN 208,Double,,No,248,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_2_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 2,DIMAN 215,DIMAN 215,Triple,,No,338,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_2_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 2,DIMAN 217,DIMAN 217,Double,,No,224,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_2_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 2,DIMAN 221,DIMAN 221,Triple,,No,216,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_2_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 301,DIMAN 301,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 302,DIMAN 302,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 304,DIMAN 304,Double,,No,243,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 306A,DIMAN 306A,Single,,No,122,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 307,DIMAN 307,Double,,No,248,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 308,DIMAN 308,Double,,No,249,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 309,DIMAN 309,Single,,No,129,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 315,DIMAN 315,Triple,,No,338,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 317,DIMAN 317,Double,,No,205,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 321,DIMAN 321,Double,,No,215,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 323,DIMAN 323,Single,,No,129,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 325,DIMAN 325,Single,,No,129,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 326,DIMAN 326,Single,,No,129,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 327,DIMAN 327,Double,,No,248,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 328,DIMAN 328,Double,,No,248,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 329A,DIMAN 329A,Single,,No,122,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 329B,DIMAN 329B,Single,,No,122,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 331,DIMAN 331,Double,,No,245,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 3,DIMAN 332,DIMAN 332,Single,,No,153,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_3_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 4,DIMAN 402,DIMAN 402,Double,,No,226,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_4_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 4,DIMAN 404,DIMAN 404,Double,,No,215,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_4_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 4,DIMAN 406,DIMAN 406,Double,,No,225,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_4_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 4,DIMAN 407,DIMAN 407,Double,,No,215,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_4_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 4,DIMAN 427,DIMAN 427,Double,,No,219,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_4_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 4,DIMAN 428,DIMAN 428,Double,,No,217,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_4_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 4,DIMAN 429,DIMAN 429,Double,,No,219,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_4_dwg_base_a_8x11l.pdf
DIMAN HOUSE,DIMAN FL 4,DIMAN 431,DIMAN 431,Double,,No,237,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100164_4_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 1,GODDARD 127,GODDARD 127,Double,,No,219,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_1_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 201,GODDARD 201,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 202,GODDARD 202,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 212,GODDARD 212,Single,,No,126,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 214,GODDARD 214,Single,,No,133,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 216,GODDARD 216,Single,,No,133,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 217,GODDARD 217,Double,,No,135,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 219,GODDARD 219,Single,,No,132,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 221,GODDARD 221,Single,,No,172,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 223,GODDARD 223,Double,,No,224,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 227,GODDARD 227,Double,,No,219,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 1,GODDARD 230,GODDARD 230,Single,,No,133,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_1_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 1,GODDARD 231,GODDARD 231,Single,,No,133,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_1_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 1,GODDARD 247,GODDARD 247,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_1_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 1,GODDARD 248,GODDARD 248,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_1_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 3,GODDARD 301,GODDARD 301,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_3_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 3,GODDARD 302,GODDARD 302,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_3_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 3,GODDARD 303,GODDARD 303,Single,,No,141,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_3_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 3,GODDARD 304,GODDARD 304,Double,,No,241,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_3_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 3,GODDARD 308,GODDARD 308,Double,,No,250,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_3_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 3,GODDARD 318,GODDARD 318,Single,,No,127,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_3_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 3,GODDARD 319,GODDARD 319,Single,,No,132,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_3_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 3,GODDARD 323,GODDARD 323,Double,,No,224,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_3_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 3,GODDARD 327,GODDARD 327,Double,,No,219,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_3_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 330,GODDARD 330,Single,,No,129,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 331,GODDARD 331,Single,,No,129,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 333,GODDARD 333,Single,,No,129,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 340,GODDARD 340,Single,,No,121,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 342,GODDARD 342,Double,,No,250,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 344A,GODDARD 344A,Single,,No,123,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 344B,GODDARD 344B,Single,,No,123,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 345,GODDARD 345,Single,,No,141,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 346,GODDARD 346,Double,,No,238,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 347,GODDARD 347,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 2,GODDARD 348,GODDARD 348,Double,,No,232,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_2_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 4,GODDARD 402,GODDARD 402,Double,,No,242,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_4_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 4,GODDARD 404,GODDARD 404,Double,,No,209,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_4_dwg_base_a_8x11l.pdf
GODDARD HOUSE,GODDARD FL 4,GODDARD 406,GODDARD 406,Double,,No,296,No,No,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100157_4_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 133,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_1_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 134,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_1_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 140,GRADCTR A 140 141,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_1_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 140,GRADCTR A 140 142,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_1_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 140,GRADCTR A 140 143,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_1_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 140,GRADCTR A 140 144,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_1_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 140,GRADCTR A 140 145,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_1_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 222,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 223,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 224,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 225,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 230,GRADCTR A 230 231,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 230,GRADCTR A 230 232,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 230,GRADCTR A 230 233,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 230,GRADCTR A 230 234,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 241,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100082_2_dwg_base_a_8x11l.pdf
